source_csv,generated_at,report_json,question_md,question_id,question,provider,model,strategy,phase,temperature,prompt_tokens,completion_tokens,total_tokens,cached_prompt_tokens,input_price_per_1m,input_cache_hit_per_1m,input_cache_miss_per_1m,output_price_per_1m,currency,pricing_url,billing_cache_mode,cost,row_type
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,Self-Consistency,sample_4,1.0,6434,4,6438,5760,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.0113155,event
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,Self-Consistency,sample_3,1.0,6434,4,6438,6272,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.0113155,event
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,Self-Consistency,sample_5,1.0,6434,4,6438,6272,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.0113155,event
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,Self-Consistency,sample_1,1.0,6434,4,6438,6272,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.0113155,event
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,ToT,plan,0.1,5992,382,6374,0,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.015834,event
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,ToT,candidate_1,1.0,6825,4,6829,6272,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.011999750000000002,event
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,ToT,candidate_3,1.0,6825,4,6829,6272,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.011999750000000002,event
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,ToT,candidate_2,1.0,6825,4,6829,6272,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.011999750000000002,event
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,ToT,select,0.1,560,4,564,0,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.001036,event
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,Direct,,,6428,4,6432,,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.011304999999999999,summary
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,CoT,,,6434,4,6438,,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.0113155,summary
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,Self-Consistency,,,32170,20,32190,,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.056577499999999996,summary
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,ToT,,,27027,398,27425,,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.05286925000000001,summary
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,Direct,single,0.1,8663,4,8667,0,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.026049000000000003,event
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,CoT,single,0.1,8671,284,8955,0,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.030273,event
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,Self-Consistency,sample_2,1.0,8671,264,8935,0,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.029973,event
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,Self-Consistency,sample_4,1.0,8671,294,8965,0,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.030423000000000002,event
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,Self-Consistency,sample_5,1.0,8671,350,9021,0,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.031263,event
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,Self-Consistency,sample_1,1.0,8671,377,9048,0,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.031668,event
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,Self-Consistency,sample_3,1.0,8671,419,9090,0,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.032298,event
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,ToT,plan,0.1,8085,641,8726,0,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.03387,event
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,ToT,candidate_2,1.0,9327,512,9839,0,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.035661,event
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,ToT,candidate_3,1.0,9327,464,9791,0,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.034941,event
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,ToT,candidate_1,1.0,9327,533,9860,0,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.035976,event
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,ToT,select,0.1,2395,4,2399,0,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.007245000000000001,event
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,Direct,,,8663,4,8667,,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.026049000000000003,summary
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,CoT,,,8671,284,8955,,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.030273,summary
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,Self-Consistency,,,43355,1704,45059,,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.155625,summary
openrouter_claude_sonnet_4_5_beijing_q1_token_cost.csv,2026-03-31T13:43:45.163804,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,claude,anthropic/claude-sonnet-4.5,ToT,,,38461,2154,40615,,3.0,,,15.0,USD,https://openrouter.ai/anthropic/claude-sonnet-4.5,no_cache,0.147693,summary
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,Direct,single,0.1,6428,4,6432,0,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.008075,event
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,CoT,single,0.1,6434,4,6438,0,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.0080825,event
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,Self-Consistency,sample_1,1.0,6434,4,6438,0,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.0080825,event
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,Self-Consistency,sample_2,1.0,6434,4,6438,0,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.0080825,event
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,Self-Consistency,sample_3,1.0,6434,4,6438,0,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.0080825,event
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,Self-Consistency,sample_4,1.0,6434,4,6438,0,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.0080825,event
